ts,uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,proto,service,duration,orig_bytes,resp_bytes,conn_state,local_orig,local_resp,missed_bytes,history,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,tunnel_parents   label   detailed-label,Tunnel,Traffic_Labeled,Malware
2018-12-22 05:20:39.995023872,CSw2ru4WmEjt2CpO49,192.168.1.198,36097,141.228.4.162,37215,tcp,,,,,S0,,,0,S,1,40,0,0,-   Malicious   Okiru,-, Malicious, Okiru
2018-12-22 12:02:25.402735872,CqoENilgF6Iz9gvef,192.168.1.198,123,83.167.252.118,123,udp,,,,,S0,,,0,D,1,76,0,0,-   Benign   -,-,Benign, -
2018-12-22 03:25:02.192679936,Cf8gIJ3ACOA9xr7nY1,192.168.1.198,36097,2.171.29.120,37215,tcp,,,,,S0,,,0,S,1,40,0,0,-   Malicious   Okiru,-, Malicious, Okiru
2018-12-21 22:58:12.749872896,CFP2uoZGhqrk859h6,192.168.1.198,36097,31.26.189.56,37215,tcp,,,,,S0,,,0,S,1,40,0,0,-   Malicious   Okiru,-, Malicious, Okiru
2018-12-22 09:21:28.780830976,CNrY5v2FTgn45lgfZk,192.168.1.198,36097,194.7.154.157,37215,tcp,,,,,S0,,,0,S,1,40,0,0,-   Malicious   Okiru,-, Malicious, Okiru
2018-12-22 02:43:10.386460928,ClFz4x2nYbJFv8ifig,192.168.1.198,123,194.182.80.233,123,udp,,,,,S0,,,0,D,1,76,0,0,-   Benign   -,-,Benign, -
2018-12-22 12:34:46.917349120,Cfdwt21kwPtprU7nqc,192.168.1.198,36097,60.129.138.211,37215,tcp,,,,,S0,,,0,S,1,40,0,0,-   Malicious   Okiru,-, Malicious, Okiru
2018-12-22 09:46:51.700494080,CoKWii4qlWyKTB5JJa,91.18.184.49,3,192.168.1.198,13,icmp,,,,,OTH,,,0,,1,56,0,0,-   Benign   -,-,Benign, -
2018-12-22 02:45:01.799449088,CN6FTAh2aQZO1N8A6,192.168.1.198,36097,180.196.103.105,37215,tcp,,,,,S0,,,0,S,1,40,0,0,-   Malicious   Okiru,-, Malicious, Okiru
2018-12-21 18:25:44.751147008,CO0QRL2WCqZ40LpUbj,192.168.1.198,36097,19.25.119.89,37215,tcp,,,,,S0,,,0,S,1,40,0,0,-   Malicious   Okiru,-, Malicious, Okiru
2018-12-22 07:55:07.387729920,Cd8NDRyTAzF74D6T8,192.168.1.198,123,89.221.214.130,123,udp,,,,,S0,,,0,D,1,76,0,0,-   Benign   -,-,Benign, -
2018-12-21 22:11:31.281449984,CuuZri3eRjSrfBEO36,192.168.1.198,36097,108.250.246.24,37215,tcp,,,,,S0,,,0,S,1,40,0,0,-   Malicious   Okiru,-, Malicious, Okiru
2018-12-22 02:13:38.411134976,CnUSiK1ZVnt9wwn6d5,192.168.1.198,36097,32.248.31.65,37215,tcp,,,,,S0,,,0,S,1,40,0,0,-   Malicious   Okiru,-, Malicious, Okiru
2018-12-22 09:46:03.387496960,CpD23hCXR4O5q3u3b,192.168.1.198,123,89.221.214.130,123,udp,,,,,S0,,,0,D,1,76,0,0,-   Benign   -,-,Benign, -
2018-12-21 18:31:38.449701120,CzqsNF4O0c6FlZudy2,192.168.1.198,36097,179.75.245.174,37215,tcp,,,,,S0,,,0,S,1,40,0,0,-   Malicious   Okiru,-, Malicious, Okiru
2018-12-21 22:50:43.404578048,C5dmAT2JtHroykywL5,192.168.1.198,123,147.251.48.140,123,udp,,,,,S0,,,0,D,1,76,0,0,-   Benign   -,-,Benign, -
2018-12-21 19:00:11.385171968,CYjIPf1sBgrjQXDvn1,192.168.1.198,123,147.231.100.5,123,udp,,0 days 00:00:00.001495,48,48,SF,,,0,Dd,1,76,1,76,-   Benign   -,-,Benign, -
2018-12-22 03:19:10.586541824,CJO53b2cgEgX4Lyt72,192.168.1.198,36097,157.225.120.35,37215,tcp,,,,,S0,,,0,S,1,40,0,0,-   Malicious   Okiru,-, Malicious, Okiru
2018-12-21 21:26:48.442781952,CAInqz37laWxebaQK1,192.168.1.198,33891,192.168.1.1,53,udp,dns,0 days 00:00:05.005130,78,0,S0,,,0,D,2,134,0,0,-   Benign   -,-,Benign, -
2018-12-21 16:44:08.131975936,C4iVrb3ggBtx0NfGXl,192.168.1.198,36097,85.98.134.248,37215,tcp,,,,,S0,,,0,S,1,40,0,0,-   Malicious   Okiru,-, Malicious, Okiru
2018-12-21 23:55:45.104707840,CTS37d204D7r8XLIl7,192.168.1.198,36097,180.101.86.27,37215,tcp,,,,,S0,,,0,S,1,40,0,0,-   Malicious   Okiru,-, Malicious, Okiru
2018-12-21 21:32:44.400657920,ChjGYK3Nmff0rRQ3Zc,192.168.1.198,123,185.189.115.149,123,udp,,,,,S0,,,0,D,1,76,0,0,-   Benign   -,-,Benign, -
2018-12-22 08:25:09.309389056,Cv7ECx4uYBkMKUNR1g,192.168.1.198,36097,211.2.216.125,37215,tcp,,,,,S0,,,0,S,1,40,0,0,-   Malicious   Okiru,-, Malicious, Okiru
2018-12-22 10:09:44.388206848,CyUc2x3yNEkAPXhPG3,192.168.1.198,123,185.189.115.149,123,udp,,,,,S0,,,0,D,1,76,0,0,-   Benign   -,-,Benign, -
2018-12-22 11:23:10.760105984,CIfUwOJuUaHg7oXd4,192.168.1.198,36097,219.33.79.42,37215,tcp,,,,,S0,,,0,S,1,40,0,0,-   Malicious   Okiru,-, Malicious, Okiru
2018-12-22 02:53:48.584999936,CxdLqg2nFSXwB9SQJi,192.168.1.198,36958,192.168.1.1,53,udp,dns,,,,S0,,,0,D,1,67,0,0,-   Benign   -,-,Benign, -
2018-12-22 00:15:59.473388800,CRUy5y4rUy7pFm6lId,192.168.1.198,41777,192.168.1.1,53,udp,dns,0 days 00:00:05.270246,78,103,SF,,,0,Dd,2,134,1,131,-   Benign   -,-,Benign, -
2018-12-22 07:01:01.768220928,Cy1FET23yY8oE0m9z9,192.168.1.198,36097,141.42.8.252,37215,tcp,,,,,S0,,,0,S,1,40,0,0,-   Malicious   Okiru,-, Malicious, Okiru
2018-12-22 07:22:03.122916864,C56xdduo3pWYljYtg,94.27.25.158,11,192.168.1.198,0,icmp,,,,,OTH,,,0,,1,56,0,0,-   Benign   -,-,Benign, -
2018-12-22 06:26:52.181778944,C6uWz04pjFT2lxpc,192.168.1.198,36097,119.54.81.62,37215,tcp,,,,,S0,,,0,S,1,40,0,0,-   Malicious   Okiru,-, Malicious, Okiru
2018-12-21 13:52:55.732739840,CVwmUvDwWOjWeXr28,156.246.248.1,3,192.168.1.198,10,icmp,,,,,OTH,,,0,,1,68,0,0,-   Benign   -,-,Benign, -
2018-12-21 21:36:43.383651072,CaPsWTVLFQ3Gjt4lj,192.168.1.198,123,89.221.214.130,123,udp,,,,,S0,,,0,D,1,76,0,0,-   Benign   -,-,Benign, -
2018-12-22 02:36:54.098979072,Cjcuou3rPTtX7tJ1v7,192.168.1.198,36097,23.196.239.32,37215,tcp,,,,,S0,,,0,S,1,40,0,0,-   Malicious   Okiru,-, Malicious, Okiru
2018-12-21 15:17:28.245997824,CT4PRo2saqEeySGoQb,192.168.1.198,36097,19.167.198.27,37215,tcp,,,,,S0,,,0,S,1,40,0,0,-   Malicious   Okiru,-, Malicious, Okiru
2018-12-22 10:00:16.757543936,CLq1HM1Zh2Dgra0Js1,192.168.1.198,36097,82.156.251.122,37215,tcp,,,,,S0,,,0,S,1,40,0,0,-   Malicious   Okiru,-, Malicious, Okiru
2018-12-22 03:36:55.390553856,Cfv9xN9F7owziw4Cc,192.168.1.198,123,147.231.100.5,123,udp,,0 days 00:00:00.002496,48,48,SF,,,0,Dd,1,76,1,76,-   Benign   -,-,Benign, -
2018-12-22 03:40:19.387628032,CjkNqW3JrvOzHO7GAa,192.168.1.198,123,147.231.100.5,123,udp,,0 days 00:00:00.002487,48,48,SF,,,0,Dd,1,76,1,76,-   Benign   -,-,Benign, -
2018-12-22 03:22:11.388484096,CaimeI2bGotMHZny1,192.168.1.198,123,147.231.100.5,123,udp,,0 days 00:00:00.002593,48,48,SF,,,0,Dd,1,76,1,76,-   Benign   -,-,Benign, -
2018-12-22 11:26:38.953999872,CbdGuV1XGoqhIJmEOb,192.168.1.198,36097,151.180.57.167,37215,tcp,,,,,S0,,,0,S,1,40,0,0,-   Malicious   Okiru,-, Malicious, Okiru
2018-12-21 20:25:01.384253952,CBFdmt3d5D5EVhcp13,192.168.1.198,123,147.231.100.5,123,udp,,0 days 00:00:00.006499,48,48,SF,,,0,Dd,1,76,1,76,-   Benign   -,-,Benign, -
2018-12-22 02:04:24.833326080,CUnIhU33MDSEUaCaY1,213.207.166.119,3,192.168.1.198,13,icmp,,,,,OTH,,,0,,1,56,0,0,-   Benign   -,-,Benign, -
2018-12-22 02:04:50.402728192,C2siKr2FgiZ8sOvio2,192.168.1.198,123,77.78.107.252,123,udp,,,,,S0,,,0,D,1,76,0,0,-   Benign   -,-,Benign, -
2018-12-22 09:48:58.437336832,CpNAbSCPzp85a8rsa,192.168.1.198,43485,192.168.1.1,53,udp,dns,0 days 00:00:05.007646,78,103,SF,,,0,Dd,2,134,1,131,-   Benign   -,-,Benign, -
2018-12-22 09:51:16.387787008,ChAU4Tiaf03LZhd1,192.168.1.198,123,89.221.210.188,123,udp,,,,,S0,,,0,D,1,76,0,0,-   Benign   -,-,Benign, -
2018-12-21 19:57:30.765178880,Ct2wiaNf7eiDmVE1,192.168.1.198,36097,148.91.163.140,37215,tcp,,,,,S0,,,0,S,1,40,0,0,-   Malicious   Okiru,-, Malicious, Okiru
2018-12-22 10:37:07.139548160,CRz2tJ3R7aPGnn8bHd,192.168.1.198,36097,83.220.167.196,37215,tcp,,,,,S0,,,0,S,1,40,0,0,-   Malicious   Okiru,-, Malicious, Okiru
2018-12-21 16:00:14.665953024,CIJFuB3KTrsO5uBEXe,81.173.171.86,3,192.168.1.198,13,icmp,,,,,OTH,,,0,,1,56,0,0,-   Benign   -,-,Benign, -
2018-12-22 06:56:00.386564096,CgFgsS2P7KFdR8T6I2,192.168.1.198,123,83.167.252.118,123,udp,,,,,S0,,,0,D,1,76,0,0,-   Benign   -,-,Benign, -
2018-12-22 02:27:59.386951936,C6JaWe2gVy7CwdhFPj,192.168.1.198,47310,192.168.1.1,53,udp,dns,0 days 00:00:05.005147,78,0,S0,,,0,D,2,134,0,0,-   Benign   -,-,Benign, -
2018-12-22 09:41:20.387806976,C5wRz93SXdviKw558j,192.168.1.198,50635,192.168.1.1,53,udp,dns,0 days 00:00:05.005162,78,0,S0,,,0,D,2,134,0,0,-   Benign   -,-,Benign, -
2018-12-21 21:28:19.402287872,CVgyDC1h7TnikWkg31,192.168.1.198,35970,192.168.1.1,53,udp,dns,0 days 00:00:00.000500,39,103,SF,,,0,Dd,1,67,1,131,-   Benign   -,-,Benign, -
2018-12-22 03:49:48.385721856,CiDnrW18oMRY4aFaK,192.168.1.198,123,5.1.56.123,123,udp,,,,,S0,,,0,D,1,76,0,0,-   Benign   -,-,Benign, -
2018-12-21 17:33:28.907126784,CeacmA1lLehQRnXNL5,192.168.1.198,36097,187.221.46.208,37215,tcp,,,,,S0,,,0,S,1,40,0,0,-   Malicious   Okiru,-, Malicious, Okiru
2018-12-22 02:30:35.164699136,CIjUxY2tDq1yXZcAu3,192.168.1.198,36097,19.138.202.228,37215,tcp,,,,,S0,,,0,S,1,40,0,0,-   Malicious   Okiru,-, Malicious, Okiru
2018-12-21 20:21:04.241394944,CojNMD4jQVJK3OGMQh,192.168.1.198,36097,69.49.40.6,37215,tcp,,,,,S0,,,0,S,1,40,0,0,-   Malicious   Okiru,-, Malicious, Okiru
2018-12-22 03:08:40.387038976,CWzKAi3W0pxwggww0h,192.168.1.198,123,147.231.100.5,123,udp,,0 days 00:00:00.001541,48,48,SF,,,0,Dd,1,76,1,76,-   Benign   -,-,Benign, -
2018-12-21 16:37:25.387204864,C0wxJR0PONmwEtuh,192.168.1.198,123,81.2.248.189,123,udp,,,,,S0,,,0,D,1,76,0,0,-   Benign   -,-,Benign, -
2018-12-21 21:19:41.479206912,CBQNJZ32zCRlftev2f,192.168.1.198,33513,192.168.1.1,53,udp,dns,0 days 00:00:00.038226,39,103,SF,,,0,Dd,1,67,1,131,-   Benign   -,-,Benign, -
2018-12-22 12:03:32.385952000,Cc9dra1fE2oUMronO9,192.168.1.198,123,217.30.75.147,123,udp,,0 days 00:00:00.047704,48,48,SF,,,0,Dd,1,76,1,76,-   Benign   -,-,Benign, -
2018-12-21 16:35:58.553245184,C3fsSs2I5RYGC9R8hl,192.168.1.198,36097,76.143.61.44,37215,tcp,,,,,S0,,,0,S,1,40,0,0,-   Malicious   Okiru,-, Malicious, Okiru
2018-12-22 09:49:08.447386112,C4STTz4bRuaoos4501,192.168.1.198,123,194.182.80.233,123,udp,,,,,S0,,,0,D,1,76,0,0,-   Benign   -,-,Benign, -
2018-12-21 21:06:12.387761152,Cr69g5dRP7AHoU7K2,192.168.1.198,123,89.221.212.46,123,udp,,,,,S0,,,0,D,1,76,0,0,-   Benign   -,-,Benign, -
2018-12-21 17:30:26.656816896,CgMlYY2XPI3Reh6Si3,192.168.1.198,36097,161.236.252.114,37215,tcp,,,,,S0,,,0,S,1,40,0,0,-   Malicious   Okiru,-, Malicious, Okiru
2018-12-21 16:12:43.833575936,Cmrydt4WlM6LSIGHgd,192.168.1.198,36097,165.132.12.145,37215,tcp,,,,,S0,,,0,S,1,40,0,0,-   Malicious   Okiru,-, Malicious, Okiru
2018-12-22 04:27:59.414872832,Cpw4sKlxskC3WJPSh,192.168.1.198,36097,61.250.185.215,37215,tcp,,,,,S0,,,0,S,1,40,0,0,-   Malicious   Okiru,-, Malicious, Okiru
2018-12-22 07:23:44.275805952,CJlrA04WZ5w4E72DR3,192.168.1.198,36097,126.250.211.163,37215,tcp,,,,,S0,,,0,S,1,40,0,0,-   Malicious   Okiru,-, Malicious, Okiru
2018-12-22 12:18:09.386039040,CNSheZ2R5xbGNQma3g,192.168.1.198,123,81.2.254.32,123,udp,,,,,S0,,,0,D,1,76,0,0,-   Benign   -,-,Benign, -
2018-12-22 10:59:11.401516032,C79SZN19tePHT8dyL1,192.168.1.198,123,89.221.210.188,123,udp,,,,,S0,,,0,D,1,76,0,0,-   Benign   -,-,Benign, -
2018-12-22 00:04:22.418589184,CvKZcQ0pF4YntnNSj,192.168.1.198,40631,192.168.1.1,53,udp,dns,0 days 00:00:05.005156,78,0,S0,,,0,D,2,134,0,0,-   Benign   -,-,Benign, -
2018-12-21 14:40:38.521723136,CnzclT2vPf8M0yKYo2,192.168.1.198,36097,5.184.94.115,37215,tcp,,,,,S0,,,0,S,1,40,0,0,-   Malicious   Okiru,-, Malicious, Okiru
2018-12-22 00:25:52.820662016,Cxb28M24HGMsB34bDb,192.168.1.198,36097,158.52.94.251,37215,tcp,,,,,S0,,,0,S,1,40,0,0,-   Malicious   Okiru,-, Malicious, Okiru
2018-12-21 21:09:40.897048832,Cuw0EI3OeiFtzHPFS2,192.168.1.198,36097,144.206.132.163,37215,tcp,,,,,S0,,,0,S,1,40,0,0,-   Malicious   Okiru,-, Malicious, Okiru
2018-12-22 07:30:03.264815104,CsGk5w3QpK6HKsBZC3,192.168.1.198,36097,27.152.81.204,37215,tcp,,,,,S0,,,0,S,1,40,0,0,-   Malicious   Okiru,-, Malicious, Okiru
2018-12-22 01:20:53.951109888,CEBxVa12n89QPnfLZi,192.168.1.198,36097,77.149.255.148,37215,tcp,,,,,S0,,,0,S,1,40,0,0,-   Malicious   Okiru,-, Malicious, Okiru
2018-12-21 12:39:41.604656896,Ca59WI84vYhhgyE0e,192.168.1.198,36097,89.30.144.250,37215,tcp,,,,,S0,,,0,S,1,40,0,0,-   Malicious   Okiru,-, Malicious, Okiru
2018-12-22 03:18:32.404547072,C0LKnC4PYiyqCpPX6e,192.168.1.198,123,81.200.57.13,123,udp,,,,,S0,,,0,D,1,76,0,0,-   Benign   -,-,Benign, -
2018-12-21 17:45:26.870493952,CA2eEu4BZ9hljfdERk,192.168.1.198,36097,159.182.49.64,37215,tcp,,,,,S0,,,0,S,1,40,0,0,-   Malicious   Okiru,-, Malicious, Okiru
2018-12-22 04:49:45.606199040,CibHjs1pqonv3ZC5Pl,192.168.1.198,36097,34.124.214.169,37215,tcp,,,,,S0,,,0,S,1,40,0,0,-   Malicious   Okiru,-, Malicious, Okiru
2018-12-22 11:55:08.409223936,CTxbp73bcPF4tPdHG5,192.168.1.198,34759,192.168.1.1,53,udp,dns,0 days 00:00:05.005152,78,0,S0,,,0,D,2,134,0,0,-   Benign   -,-,Benign, -
2018-12-21 19:35:56.338301952,C4M2dp1qPqj70qJfyj,192.168.1.198,36097,170.156.209.117,37215,tcp,,,,,S0,,,0,S,1,40,0,0,-   Malicious   Okiru,-, Malicious, Okiru
2018-12-22 12:09:59.581115904,CSJ46x2v20SuoZppeg,192.168.1.198,36097,9.246.118.163,37215,tcp,,,,,S0,,,0,S,1,40,0,0,-   Malicious   Okiru,-, Malicious, Okiru
2018-12-21 13:24:56.975560960,CXxg533M197o3LDnVd,222.122.3.122,11,192.168.1.198,0,icmp,,,,,OTH,,,0,,1,56,0,0,-   Benign   -,-,Benign, -
2018-12-21 20:18:48.819469824,CTXvtj2x1pejLnk4s,192.168.1.198,36097,20.216.236.252,37215,tcp,,,,,S0,,,0,S,1,40,0,0,-   Malicious   Okiru,-, Malicious, Okiru
2018-12-21 23:08:53.401384960,C2NhxrVb1IsMjvsK7,192.168.1.198,123,147.251.48.140,123,udp,,,,,S0,,,0,D,1,76,0,0,-   Benign   -,-,Benign, -
2018-12-21 17:51:07.380146944,C6d61C1HRMwreB5BB2,192.168.1.198,36097,72.36.110.231,37215,tcp,,,,,S0,,,0,S,1,40,0,0,-   Malicious   Okiru,-, Malicious, Okiru
2018-12-22 11:43:28.386841088,CmTN1pRUZqYyEV3a9,192.168.1.198,123,212.96.160.147,123,udp,,,,,S0,,,0,D,1,76,0,0,-   Benign   -,-,Benign, -
2018-12-22 11:21:15.548971776,CzGaXI3W8hK3f0DKy8,192.168.1.198,36097,184.127.246.195,37215,tcp,,,,,S0,,,0,S,1,40,0,0,-   Malicious   Okiru,-, Malicious, Okiru
2018-12-22 09:48:13.388236032,CX2eRr1DGJ7K6tGas8,192.168.1.198,55675,192.168.1.1,53,udp,dns,0 days 00:00:05.005152,78,0,S0,,,0,D,2,134,0,0,-   Benign   -,-,Benign, -
2018-12-21 22:28:58.386369024,CrbAcy361zryDxRjTa,192.168.1.198,123,46.28.109.26,123,udp,,,,,S0,,,0,D,1,76,0,0,-   Benign   -,-,Benign, -
2018-12-22 02:42:03.421164032,CiFU643O3NaiKPe9Oc,192.168.1.198,52733,192.168.1.1,53,udp,dns,,,,S0,,,0,D,1,67,0,0,-   Benign   -,-,Benign, -
2018-12-21 18:49:15.368037888,CcrLNH2dEcZDxpqXhb,192.168.1.198,36097,39.88.142.214,37215,tcp,,,,,S0,,,0,S,1,40,0,0,-   Malicious   Okiru,-, Malicious, Okiru
2018-12-21 21:13:14.386337024,C9E1ob3mJ4juPi4M6,192.168.1.198,123,147.231.100.5,123,udp,,,,,S0,,,0,D,1,76,0,0,-   Benign   -,-,Benign, -
2018-12-22 05:10:03.387588864,CSywEs4lhcMI9k4Z1g,192.168.1.198,123,83.167.252.118,123,udp,,,,,S0,,,0,D,1,76,0,0,-   Benign   -,-,Benign, -
2018-12-22 04:42:33.083911936,CNmst3o2dyRNHhlBa,192.168.1.198,36097,121.16.201.241,37215,tcp,,,,,S0,,,0,S,1,40,0,0,-   Malicious   Okiru,-, Malicious, Okiru
2018-12-22 08:20:40.030982144,CRXtCf22GTaJHmOSh1,192.168.1.198,36097,85.3.61.211,37215,tcp,,,,,S0,,,0,S,1,40,0,0,-   Malicious   Okiru,-, Malicious, Okiru
2018-12-22 04:28:45.899906048,CY8HDvpaZvA1yqKL,192.168.1.198,36097,109.108.122.100,37215,tcp,,,,,S0,,,0,S,1,40,0,0,-   Malicious   Okiru,-, Malicious, Okiru
2018-12-21 14:38:10.387693056,C5nLhB2onseotOwLe,192.168.1.198,123,147.231.100.5,123,udp,,0 days 00:00:00.001747,48,48,SF,,,0,Dd,1,76,1,76,-   Benign   -,-,Benign, -
2018-12-21 17:22:58.880709888,CLuZh93deY0lsAuy3d,192.168.1.198,36097,99.78.80.245,37215,tcp,,,,,S0,,,0,S,1,40,0,0,-   Malicious   Okiru,-, Malicious, Okiru
2018-12-22 03:04:56.633590016,CN5dGD113THLdmAhxl,192.168.1.198,36097,53.61.198.239,37215,tcp,,,,,S0,,,0,S,1,40,0,0,-   Malicious   Okiru,-, Malicious, Okiru
2018-12-21 20:44:44.386502912,CsVIPm4hyT5kRO9bk,192.168.1.198,123,147.231.100.5,123,udp,,0 days 00:00:00.001496,48,48,SF,,,0,Dd,1,76,1,76,-   Benign   -,-,Benign, -
2018-12-21 16:29:57.386913024,CCPdvF3h7Hqt0wBdye,192.168.1.198,123,147.231.100.5,123,udp,,,,,S0,,,0,D,1,76,0,0,-   Benign   -,-,Benign, -
2018-12-21 16:33:41.598524160,CKGLXW1sXrPzTk5W1i,192.168.1.198,36097,208.184.78.87,37215,tcp,,,,,S0,,,0,S,1,40,0,0,-   Malicious   Okiru,-, Malicious, Okiru
2018-12-21 13:15:17.386706944,CfISJZ2Ri3R01GCpbh,192.168.1.198,123,147.231.100.5,123,udp,,0 days 00:00:00.002995,48,48,SF,,,0,Dd,1,76,1,76,-   Benign   -,-,Benign, -
2018-12-22 02:29:43.397451008,CQjqkc443tm4kyHPo9,192.168.1.198,60564,192.168.1.1,53,udp,dns,0 days 00:00:05.005136,78,0,S0,,,0,D,2,134,0,0,-   Benign   -,-,Benign, -
2018-12-22 03:51:15.469540096,C2it59p3BMa2V7Mxj,192.168.1.198,36097,59.68.1.17,37215,tcp,,,,,S0,,,0,S,1,40,0,0,-   Malicious   Okiru,-, Malicious, Okiru
2018-12-21 23:14:12.776249856,CXZ5Vj1ZBLANIewhBj,192.168.1.198,36097,178.183.207.167,37215,tcp,,,,,S0,,,0,S,1,40,0,0,-   Malicious   Okiru,-, Malicious, Okiru
2018-12-22 12:33:02.869174016,CiSLjS2KT8Ur0ZTRBk,192.168.1.198,36097,135.238.205.97,37215,tcp,,,,,S0,,,0,S,1,40,0,0,-   Malicious   Okiru,-, Malicious, Okiru
2018-12-21 23:05:51.512342016,CC10454hhMvP7y6NX8,192.168.1.198,36097,190.220.245.255,37215,tcp,,,,,S0,,,0,S,1,40,0,0,-   Malicious   Okiru,-, Malicious, Okiru
2018-12-22 02:30:02.620737024,C2xd1s3oxNQO7GwTth,192.168.1.198,68,192.168.1.1,67,udp,dhcp,0 days 00:00:00.001248,348,300,SF,,,0,Dd,1,376,1,328,-   Benign   -,-,Benign, -
2018-12-21 21:11:53.411573760,CeHjeS1nduqkU7MfU,192.168.1.198,47153,192.168.1.1,53,udp,dns,,,,S0,,,0,D,1,67,0,0,-   Benign   -,-,Benign, -
2018-12-22 08:39:58.962465024,Cu7WbCsMsSQFRMYr,192.168.1.198,36097,8.3.227.35,37215,tcp,,,,,S0,,,0,S,1,40,0,0,-   Malicious   Okiru,-, Malicious, Okiru
2018-12-22 05:19:35.388062976,CFeGzw3dIgLmTLhXZc,192.168.1.198,123,193.150.14.191,123,udp,,,,,S0,,,0,D,1,76,0,0,-   Benign   -,-,Benign, -
2018-12-22 10:18:49.208039936,CdSynW2oP1GFe2ulTi,192.168.1.198,36097,109.184.26.159,37215,tcp,,,,,S0,,,0,S,1,40,0,0,-   Malicious   Okiru,-, Malicious, Okiru
2018-12-21 19:49:15.387022848,C1og7Pr9yfHGDeB7c,192.168.1.198,123,147.231.100.5,123,udp,,0 days 00:00:00.001496,48,48,SF,,,0,Dd,1,76,1,76,-   Benign   -,-,Benign, -
2018-12-22 05:03:18.333901824,C6ssEE8yTW1IJ90Nj,192.168.1.198,36097,199.137.230.70,37215,tcp,,,,,S0,,,0,S,1,40,0,0,-   Malicious   Okiru,-, Malicious, Okiru
2018-12-21 19:41:56.279779840,ChvsbI3gPqAUZ6Ucy4,192.168.1.198,36097,37.214.117.220,37215,tcp,,,,,S0,,,0,S,1,40,0,0,-   Malicious   Okiru,-, Malicious, Okiru
2018-12-21 19:51:48.793627904,CjwcYK1UFZZ8gZNBle,192.168.1.198,36097,74.34.148.111,37215,tcp,,,,,S0,,,0,S,1,40,0,0,-   Malicious   Okiru,-, Malicious, Okiru
2018-12-22 00:09:53.387006976,Chblbd4f7XHAY833dd,192.168.1.198,33122,192.168.1.1,53,udp,dns,0 days 00:00:05.005160,78,0,S0,,,0,D,2,134,0,0,-   Benign   -,-,Benign, -
2018-12-21 15:28:27.388791040,CsDqz52E0n1HwiNYXe,192.168.1.198,123,147.231.100.5,123,udp,,0 days 00:00:00.001496,48,48,SF,,,0,Dd,1,76,1,76,-   Benign   -,-,Benign, -
2018-12-22 06:49:44.630028032,CE329gYTtLbvjYao3,212.58.168.142,3,192.168.1.198,0,icmp,,,,,OTH,,,0,,1,56,0,0,-   Benign   -,-,Benign, -
2018-12-22 09:24:37.386797824,Czu6yT2q3u8kCVhvO1,192.168.1.198,123,89.221.214.130,123,udp,,,,,S0,,,0,D,1,76,0,0,-   Benign   -,-,Benign, -
2018-12-21 18:28:27.447126016,C5meMO2QzyAF6AejV,192.168.1.198,36097,205.131.86.41,37215,tcp,,,,,S0,,,0,S,1,40,0,0,-   Malicious   Okiru,-, Malicious, Okiru
2018-12-22 01:53:39.841423104,CAaclW2D9Q9t5FPWxk,192.168.1.198,36097,128.3.43.244,37215,tcp,,,,,S0,,,0,S,1,40,0,0,-   Malicious   Okiru,-, Malicious, Okiru
2018-12-22 12:12:34.257370112,ClE2Av4UskNBhDirX6,192.168.1.198,36097,51.109.2.148,37215,tcp,,,,,S0,,,0,S,1,40,0,0,-   Malicious   Okiru,-, Malicious, Okiru
2018-12-21 19:03:01.384633088,CTEUHi4G4Mgz17x7W3,192.168.1.198,123,89.221.210.188,123,udp,,,,,S0,,,0,D,1,76,0,0,-   Benign   -,-,Benign, -
2018-12-22 12:12:45.505705984,CFB9vp4AsjtsWRYZmh,109.192.47.131,3,192.168.1.198,13,icmp,,,,,OTH,,,0,,1,56,0,0,-   Benign   -,-,Benign, -
2018-12-22 11:03:10.385509888,CBBWVK3DZsNrX5GbJb,192.168.1.198,123,83.167.252.118,123,udp,,,,,S0,,,0,D,1,76,0,0,-   Benign   -,-,Benign, -
2018-12-21 15:33:31.269444864,CcggP74EYKrFOsOA5k,192.168.1.198,36097,207.104.98.59,37215,tcp,,,,,S0,,,0,S,1,40,0,0,-   Malicious   Okiru,-, Malicious, Okiru
2018-12-22 10:58:07.402016000,CyaS4V1Z1dsqFIp2z2,192.168.1.198,123,89.221.210.188,123,udp,,,,,S0,,,0,D,1,76,0,0,-   Benign   -,-,Benign, -
2018-12-21 17:00:45.522664192,CSvq1CgViLbmsEDtb,192.168.1.198,36097,143.158.176.245,37215,tcp,,,,,S0,,,0,S,1,40,0,0,-   Malicious   Okiru,-, Malicious, Okiru
2018-12-22 09:40:42.742221056,CQbmMF313M4DXUSqWi,192.168.1.198,36097,154.250.106.20,37215,tcp,,,,,S0,,,0,S,1,40,0,0,-   Malicious   Okiru,-, Malicious, Okiru
2018-12-22 09:44:55.387703040,C1gXn32bIYnmEH1EOk,192.168.1.198,123,46.28.110.244,123,udp,,,,,S0,,,0,D,1,76,0,0,-   Benign   -,-,Benign, -
2018-12-21 16:18:19.494664960,CMpklX22NCg4rZTI8e,192.168.1.198,36097,142.213.79.9,37215,tcp,,,,,S0,,,0,S,1,40,0,0,-   Malicious   Okiru,-, Malicious, Okiru
